headline,group_name,group_description,importance_score
M S University begins second round for admission in BA honors programme,Education,"Schools, colleges, exams, admissions, policies",4.5
MSEDCL to pay 16;000 crore for power it will never need!,EnergyPower,"Electricity, renewable energy, oil and gas",4.5
Eva Longoria to direct 'Jane The Virgin' episode,RegionalNews,State-wise and city-wise local news,4.5
Patna: Two cousins killed in accident near Fatuha,Crime,"Criminal cases, investigations, arrests",6.5
BJP blames it on faulty ticket allocation,Politics,"Elections, political parties, ministers, governance, parliament",7.0
Police question Kochi youth over recovery of explosives,Crime,"Criminal cases, investigations, arrests",4.5
26% FDI cap for insurance broking,BankingFinance,"Banks, loans, RBI, fintech, financial services",6.0
India to share knowhow with delegates from 160 countries,StockMarket,"NSE, BSE, shares, trading, investments",6.0
One-stop shop for tribal art on the internet,RegionalNews,State-wise and city-wise local news,4.5
India ranked 7th in list of unsolved cases of murder of journalists,Crime,"Criminal cases, investigations, arrests",6.5
Who's in; who's out in Bollywood?,Entertainment,"Movies, TV, OTT, celebrities",4.5
Behrampore MP Adhir Chowdhury alleges threat to life after security guards' transfer,Politics,"Elections, political parties, ministers, governance, parliament",7.3
Solar power tariff drops from Rs 7.1 to Rs 4.4 per unit in 1 yrSivakumar B,EnergyPower,"Electricity, renewable energy, oil and gas",4.5
Fake milk production unit raided in Sihor taluka,RegionalNews,State-wise and city-wise local news,4.5
Zoo witnesses 'fight' - outside enclosure,RegionalNews,State-wise and city-wise local news,4.5
Mr Hollywood hits the road,Infrastructure,"Roads, railways, airports, smart cities",4.5
Lenovo annual net profit rises 29%,RegionalNews,State-wise and city-wise local news,4.5
Three youth killed as two bikes collide in Churu district,Crime,"Criminal cases, investigations, arrests",6.5
PWD AE's murder: Police under pressure,Crime,"Criminal cases, investigations, arrests",6.5
Tough PMLA bail terms rejected by SC revived by govt tweak: HC,RegionalNews,State-wise and city-wise local news,4.5
Aston Villa's Grealish; Gil back in training,RegionalNews,State-wise and city-wise local news,4.5
YS to meet NRIs in US today,WorldNews,Major international events and developments,7.0
Lalu potshot at LJP chief to win Muslim hearts,RegionalNews,State-wise and city-wise local news,4.5
BJP contemplating legal action against some in media,Politics,"Elections, political parties, ministers, governance, parliament",7.0
Saurav; Joshana reign supreme in Nationals,RegionalNews,State-wise and city-wise local news,4.5
To check crime; coaches of all trains to get CCTV cameras by 2022: Govt,Crime,"Criminal cases, investigations, arrests",4.5
Legal circles puzzled by state circular to govt pleaders,LawJustice,"Courts, legal judgments, litigation",6.0
Director Balu Mahendra began his career as a draughtsman,EmploymentCareers,"Jobs, recruitment, placements, workforce trends",4.5
Health services poor in Jehanabad: Study,HealthMedicine,"Healthcare, diseases, treatments, hospitals",6.0
Death shakes up Mughal Road Rally,Infrastructure,"Roads, railways, airports, smart cities",6.5
BJP's Jethmalani backs Centre's interlocutors,Politics,"Elections, political parties, ministers, governance, parliament",7.0
Hard to get over loss to Sunrisers Hyderabad: KKR coach Jacques Kallis,RegionalNews,State-wise and city-wise local news,4.5
Rainwater floods hospital on Gill Road,HealthMedicine,"Healthcare, diseases, treatments, hospitals",6.0
Nagpur bench of Bombay high court grants bail to Raju Bhadre in Pintoo Shirke murder,LawJustice,"Courts, legal judgments, litigation",8.3
Pollution board to DG set owners: Expect notice on non-compliance,EnvironmentClimate,"Climate change, pollution, conservation",4.5
My daughter was lonely in city,RegionalNews,State-wise and city-wise local news,4.5
Shops selling fake Times Music cassettes raided,RegionalNews,State-wise and city-wise local news,4.5
CM Virbhadra Singh attacks BJP; Anurag Thakur over corruption,Politics,"Elections, political parties, ministers, governance, parliament",7.0
Three held for charity cyber fraud,Cybersecurity,"Hacking, cybercrime, data breaches, security",4.5
Little-known Tehreek-e-Qisas behind attack,RegionalNews,State-wise and city-wise local news,4.5
Varikuntla forest land encroached: 60% ashram construction done despite cases filed,EnvironmentClimate,"Climate change, pollution, conservation",4.8
Gearing up for GenNext,RegionalNews,State-wise and city-wise local news,4.5
You Are A Blue Pearl,RegionalNews,State-wise and city-wise local news,4.5
Activists advise against staff contacting students privately,RegionalNews,State-wise and city-wise local news,4.5
State settles just 46 of over 10000 forest rights' claims so far,EnvironmentClimate,"Climate change, pollution, conservation",4.5
Haryana polls: Parties ignore huge vote bank; just six ex-servicemen in fray,BankingFinance,"Banks, loans, RBI, fintech, financial services",6.0
The step-family tree,RegionalNews,State-wise and city-wise local news,4.5
China building world's largest IT hub,WorldNews,Major international events and developments,7.0
Maharashtra: Woman lured with bank job offer; loses Rs 1.3L in e-con,BankingFinance,"Banks, loans, RBI, fintech, financial services",6.0
Illicit affair ends in couple's suicide,RegionalNews,State-wise and city-wise local news,4.5
Green film festival moves to 37 colleges,Entertainment,"Movies, TV, OTT, celebrities",4.5
No HC relief for ex-Union minister Chinmayanand Saraswati in rape case,Politics,"Elections, political parties, ministers, governance, parliament",9.0
Law with 'teeth' to deal with illegal spas; soon,RegionalNews,State-wise and city-wise local news,4.5
Gr Noida airport uncertain; ripples on realty,Infrastructure,"Roads, railways, airports, smart cities",4.5
After lightning; AMC thunderbolt,RegionalNews,State-wise and city-wise local news,4.5
Modi; Xi hold talks; will have informal summit in India next year,InternationalRelations,"Diplomacy, bilateral relations, global affairs",7.0
Student's suicide: School illegal; wards told to shift,Education,"Schools, colleges, exams, admissions, policies",4.5
Bungalow on SG Road burgled,Infrastructure,"Roads, railways, airports, smart cities",4.5
Private groups to manage stadia,RegionalNews,State-wise and city-wise local news,4.5
Will the Bull Run on the stock market help the poor?,StockMarket,"NSE, BSE, shares, trading, investments",6.0
Cost of productivity lost in Kerala is Rs 170 crore,RegionalNews,State-wise and city-wise local news,4.5
City' Hall of Fame to celebrate its iconic achievers & legends,RegionalNews,State-wise and city-wise local news,4.5
Complete Krishna phase-III works before December: Minister,Politics,"Elections, political parties, ministers, governance, parliament",7.0
Hawker zone at Pokhran Road II unused,Infrastructure,"Roads, railways, airports, smart cities",4.5
Call centre employee molested in share auto,StockMarket,"NSE, BSE, shares, trading, investments",6.0
Govt team to probe bank scam,BankingFinance,"Banks, loans, RBI, fintech, financial services",6.0
'Rock On 2' box-office collection Day 2: Farhan-Shraddha's film finds no takers,Entertainment,"Movies, TV, OTT, celebrities",4.5
Charminar hawkers forced to cough up big fines by police,Crime,"Criminal cases, investigations, arrests",4.5
Deora: Satellite tracking to help check adulteration,SpaceAstronomy,"ISRO, NASA, satellites, astronomy missions",4.5
India overtakes China in US postgrad aspirants,WorldNews,Major international events and developments,7.0
Myths and facts about diabetes,RegionalNews,State-wise and city-wise local news,4.5
27 college students in Chennai held for threatening witnesses,Education,"Schools, colleges, exams, admissions, policies",4.5
Opposition netas' hate speeches led to Delhi riots; says BJP,Politics,"Elections, political parties, ministers, governance, parliament",7.0
Sohail Khan's Team: A poor fare,RegionalNews,State-wise and city-wise local news,4.5
RTOs directed to warn car dealers on use of films,RegionalNews,State-wise and city-wise local news,4.5
Restrictions imposed in parts of Srinagar,RegionalNews,State-wise and city-wise local news,4.5
State working to avoid forest fire recurrence; says Sawant,EnvironmentClimate,"Climate change, pollution, conservation",4.5
Industry leaders against additional VAT surcharge,BusinessCorporate,"Companies, mergers, acquisitions, corporate news",6.0
PPP-model GPERI college in fund crunch,Education,"Schools, colleges, exams, admissions, policies",4.5
Amitabh; others to receive National awards,RegionalNews,State-wise and city-wise local news,4.5
Six inter-state robbers held in Udupi,RegionalNews,State-wise and city-wise local news,4.5
Amid reports of dissent; U'khand BJP plans 'grand party meet' in Doon before Assembly session,Politics,"Elections, political parties, ministers, governance, parliament",7.3
Dhoni's art of captaincy: Learning on the job,EmploymentCareers,"Jobs, recruitment, placements, workforce trends",4.5
Indo-US N-deal not in India's interest: Advani,WorldNews,Major international events and developments,7.0
Arvind Kejriwal vs Narendra Modi in 2024; people are fed up: Delhi deputy CM Manish Sisodia,RegionalNews,State-wise and city-wise local news,4.8
Free career guidance for students tomorrow,EmploymentCareers,"Jobs, recruitment, placements, workforce trends",4.5
Rupee recovers some ground; trades at 69.39 against US dollar,WorldNews,Major international events and developments,7.0
Cong for early budget session,Economy,"GDP, inflation, economic indicators, fiscal updates",9.0
Political chess over Anti-Superstition Bill,Politics,"Elections, political parties, ministers, governance, parliament",7.0
Several food items fail laboratory test,RegionalNews,State-wise and city-wise local news,4.5
ED wants money collected by Justice Sen panel,RegionalNews,State-wise and city-wise local news,4.5
MP; UP police launch joint operation to nab dacoit,Politics,"Elections, political parties, ministers, governance, parliament",7.0
Five reasons why women's India-Pakistan World Cup tie today could be compelling,WorldNews,Major international events and developments,7.0
Goa Shipyard Limited starts work on second frigate for Navy,DefenceMilitary,"Armed forces, defense deals, military operations",7.0
26/7 deluge victim wins 4 lakh insurance payout,BankingFinance,"Banks, loans, RBI, fintech, financial services",6.0
PM to discuss confidence-building steps with industry captains,BusinessCorporate,"Companies, mergers, acquisitions, corporate news",6.0
